"SNFG","Reference","Product","Sediaan","Scheduled Start Date","Scheduled Finished Date","Operation Type","Manufacturing Order","State","Streamline","Unit of Measure"
"TC-PMN20-MO/I0001","TC-PMN20-MO/I0001","[TC-PMN20-MO] MAKE OVER Powerstay Matte Powder Foundation N20 Ivory 12 g","P","2023-01-02","2023-01-06","PTI: Jatake 1 - Kemas","MO/220058183","Confirmed","A","Pc(s)"
"TC-PMN20-MO/I0002","TC-PMN20-MO/I0002","[TC-PMN20-MO] MAKE OVER Powerstay Matte Powder Foundation N20 Ivory 12 g","P","2023-01-03","2023-01-06","PTI: Jatake 1 - Kemas","MO/220058184","Confirmed","A","Pc(s)"
"TC-PMW12-MO/I0001","TC-PMW12-MO/I0001","[TC-PMW12-MO] MAKE OVER Powerstay Matte Powder Foundation W12 Warm Marble 12 g","P","2023-01-02","2023-01-06","PTI: Jatake 1 - Kemas","MO/220058188","Confirmed","A","Pc(s)"
"TC-PMW21-MO/I0001","TC-PMW21-MO/I0001","[TC-PMW21-MO] MAKE OVER Powerstay Matte Powder Foundation W21 Coral Ivory 12 g","P","2023-01-02","2023-01-06","PTI: Jatake 1 - Kemas","MO/220058189","Confirmed","A","Pc(s)"
"TC-PMW22-MO12G/I0001","TC-PMW22-MO12G/I0001","[TC-PMW22-MO12G] MAKE OVER Powerstay Matte Powder Foundation W22 Warm Ivory 12 g","P","2023-01-02","2023-01-06","PTI: Jatake 1 - Kemas","MO/220058190","Confirmed","A","Pc(s)"
"TC-PMW32-MO/I0001","TC-PMW32-MO/I0001","[TC-PMW32-MO] MAKE OVER Powerstay Matte Powder Foundation W32 Warm Beige 12 g","P","2023-01-02","2023-01-06","PTI: Jatake 1 - Kemas","MO/220058191","Confirmed","A","Pc(s)"
"TC-PMW32-MO/I0002","TC-PMW32-MO/I0002","[TC-PMW32-MO] MAKE OVER Powerstay Matte Powder Foundation W32 Warm Beige 12 g","P","2023-01-03","2023-01-06","PTI: Jatake 1 - Kemas","MO/220058192","Confirmed","A","Pc(s)"
"TC-PMW50-MO/I0001","TC-PMW50-MO/I0001","[TC-PMW50-MO] MAKE OVER Powerstay Matte Powder Foundation W50 Creme Tan 12 g","P","2023-01-02","2023-01-06","PTI: Jatake 1 - Kemas","MO/220058193","Confirmed","A","Pc(s)"
"TC-R3LLF02-W/I0001","TC-R3LLF02-W/I0001","[TC-R3LLF02-W] Wardah Lightening Powder Foundation Light Feel 02 Golden Beige 12 g","P","2023-01-06","2023-01-07","PTI: Jatake 1 - Kemas","MO/220058208","Confirmed","A","Pc(s)"
"B-R3L01LB-W/I0001","B-R3L01LB-W/I0001","[B-R3L01LB-W] Wardah Lightening Matte Powder 01 Light Beige 20 g","P","2023-01-03","2023-01-05","PTI: Jatake 1 - Kemas","MO/220058219","Confirmed","A","Pc(s)"
"B-R3L02B-W/I0002","B-R3L02B-W/I0002","[B-R3L02B-W] Wardah Lightening Matte Powder 02 Beige 20 g","P","2023-01-05","2023-01-06","PTI: Jatake 1 - Kemas","MO/220058221","Confirmed","A","Pc(s)"
"TWC-CLFTA-W/I0001","TWC-CLFTA-W/I0001","[TWC-CLFTA-W] Wardah Colorfit Velvet Powder Foundation 11C Pink Fair 11 g","P","2023-01-05","2023-01-06","PTI: Jatake 1 - Kemas","MO/220058222","Confirmed","A","Pc(s)"
"TWC-CLFTRA-W/I0001","TWC-CLFTRA-W/I0001","[TWC-CLFTRA-W] Wardah Colorfit Velvet Powder Foundation Refill 11C Pink Fair 11 g","P","2023-01-05","2023-01-06","PTI: Jatake 1 - Kemas","MO/220058224","Confirmed","A","Pc(s)"
"TWC-CLFTRB-W/I0001","TWC-CLFTRB-W/I0001","[TWC-CLFTRB-W] Wardah Colorfit Velvet Powder Foundation Refill 22N Light Ivory 11 g","P","2023-01-06","2023-01-07","PTI: Jatake 1 - Kemas","MO/220058225","Confirmed","A","Pc(s)"
"TWC-CLFTRB-W/I0002","TWC-CLFTRB-W/I0002","[TWC-CLFTRB-W] Wardah Colorfit Velvet Powder Foundation Refill 22N Light Ivory 11 g","P","2023-01-06","2023-01-07","PTI: Jatake 1 - Kemas","MO/220058226","Confirmed","A","Pc(s)"
"TWC-CLFTRC-W/I0001","TWC-CLFTRC-W/I0001","[TWC-CLFTRC-W] Wardah Colorfit Velvet Powder Foundation Refill 23W Warm Ivory 11 g","P","2023-01-07","2023-01-07","PTI: Jatake 1 - Kemas","MO/220058227","Confirmed","A","Pc(s)"
"TWC-CLFTRC-W/I0002","TWC-CLFTRC-W/I0002","[TWC-CLFTRC-W] Wardah Colorfit Velvet Powder Foundation Refill 23W Warm Ivory 11 g","P","2023-01-07","2023-01-07","PTI: Jatake 1 - Kemas","MO/220058228","Confirmed","A","Pc(s)"
"TWC-CLFTRD-W/I0001","TWC-CLFTRD-W/I0001","[TWC-CLFTRD-W] Wardah Colorfit Velvet Powder Foundation Refill 32N Neutral Beige 11 g","P","2023-01-06","2023-01-07","PTI: Jatake 1 - Kemas","MO/220058229","Confirmed","A","Pc(s)"
"TWC-CLFTRE-W/I0001","TWC-CLFTRE-W/I0001","[TWC-CLFTRE-W] Wardah Colorfit Velvet Powder Foundation Refill 33W Olive Beige 11 g","P","2023-01-09","2023-01-09","PTI: Jatake 1 - Kemas","MO/220058230","Confirmed","A","Pc(s)"
"TWC-CLFTRF-W/I0001","TWC-CLFTRF-W/I0001","[TWC-CLFTRF-W] Wardah Colorfit Velvet Powder Foundation Refill 43W Golden Sand 11 g","P","2023-01-09","2023-01-09","PTI: Jatake 1 - Kemas","MO/220058231","Confirmed","A","Pc(s)"
"ES-SPS-MO2G/I0001","ES-SPS-MO2G/I0001","[ES-SPS-MO2G] MAKE OVER Sparkling Powder Silver 2 g (Pc(s))","P","2023-01-04","2023-01-05","PTI: Jatake 1 - Kemas","MO/220058241","Confirmed","B","Pc(s)"
"BO-W1A-W4GR/I0001","BO-W1A-W4GR/I0001","[BO-W1A-W4GR] Wardah Blush On A 4 gr","P","2023-01-05","2023-01-06","PTI: Jatake 1 - Kemas","MO/220058250","Confirmed","B","Pc(s)"
"BO-W1C-W4GR/I0001","BO-W1C-W4GR/I0001","[BO-W1C-W4GR] Wardah Blush On C 4 gr","P","2023-01-06","2023-01-09","PTI: Jatake 1 - Kemas","MO/220058251","Confirmed","B","Pc(s)"
"ES-W0I-W3,3GR/I0001","ES-W0I-W3,3GR/I0001/01/01","[ES-W0I-01-RP-W1,1GR] Refill Press Eye Shadow Wardah I 01","P","2023-01-09","2023-01-11","PTI: Jatake 1 - Press","MO/220058304","Confirmed","B","Pc(s)"
"ES-CLPWP-W/I0001","ES-CLPWP-W/I0001","[ES-CLPWP-W] Wardah COLORFIT QUAD EYE PALETTE 03 SUNLIT BLAZE 6 g","P","2023-01-09","2023-01-10","PTI: Jatake 1 - Kemas","MO/220058257","Confirmed","B","Pc(s)"
"ES-EP01-W/I0001","MO-ES-EP01-W-01-BULK/I0001","[ES-EP01-W-01-BULK] Exclusive Eye Shadow Palette 01 Sunset Brown 01","P","2023-01-06","2023-01-11","PTI: Jatake 1 - Olah","MO/220058970","Confirmed","B","kg"
"ES-EP01-W/I0001","ES-EP01-W/I0001/01/01","[ES-EP01-W-01-RP-W1GR] Refill Press Exclusive Eye Shadow Palette 01 Sunset Brown 01","P","2023-01-09","2023-01-11","PTI: Jatake 1 - Press","MO/220058314","Confirmed","B","Pc(s)"
"ES-EP01-W/I0002","MO-ES-EP01-W-03-BULK/I0002","[ES-EP01-W-03-BULK] EXclusive eye Shadow Palette 01 Sunset Brown 03","P","2023-01-07","2023-01-12","PTI: Jatake 1 - Olah","MO/220058985","Confirmed","B","kg"
"BO-PPS-MO8X3,5G/I0001","BO-PPS-MO8X3,5G/I0001","[BO-PPS-MO8X3,5G] MAKE OVER Perfect Shade Blush On Palette 8X3,5 g (Pc(s))","P","2023-01-05","2023-01-06","PTI: Jatake 1 - Kemas","MO/220058260","Confirmed","B","Pc(s)"
"BO-PPS-MO8X3,5G/I0001","BO-PPS-MO8X3,5G/I0001/06/01","[BO-06CSRNFS3,5G-MO] Blush on 06 Caribbean Sunset Refill Not For Sale 3 Make Over (Pc(s))","P","2023-01-05","2023-01-06","PTI: Jatake 1 - Press","MO/220058335","Confirmed","B","Pc(s)"
"TC-PPHC-MO8X3,5G/I0001","TC-PPHC-MO8X3,5G/I0001/07/01","[TC-PPHC-07-RP-MO3,5G] Refill Press Highlight Dan Contour 07 (Pc(s))","P","2023-01-10","2023-01-11","PTI: Jatake 1 - Press","MO/220058344","Confirmed","B","Pc(s)"
"DUSS-RCVPF22NR0-W/I0002","DUSS-RCVPF22NR0-W/I0002","[DUSS-RCVPF22NR0-W] Dus Sticker Colorfit Velvet Powder Foundation 22N Refill Wardah (Barcode&Varian)","P","2023-01-02","2023-01-04","PTI: Jatake 6 - SFG Kemas","MO/220058279","Confirmed","C","Pc(s)"
"FW-PCSAC-KA/I0002","FW-PCSAC-KA/I0002","[FW-PCSAC-KA] Kahf Oil and Acne Care Face Wash 100 ml","L","2023-01-03","2023-01-11","PTI: Jatake 2 - Kemas","MO/220058377","Confirmed","A","Pc(s)"
"FW-FW01-KA/I0011","MO-FW-FW01-BULK/I0011","[FW-FW01-BULK] KAHF - Gentle Exfoliating Face Scrub","L","2023-01-02","2023-01-11","PTI: Jatake 2 - Olah","MO/220058758","Confirmed","A","kg"
"M-RPHAG-EM/I0002","M-RPHAG-EM/I0002","[M-RPHAG-EM] Emina Ms. Pimple Acne Solution Moisturizing Gel 20 ml","L","2023-01-09","2023-01-10","PTI: Jatake 2 - Kemas","MO/220058468","Confirmed","A","Pc(s)"
"M-RPHAG-EM/I0002","MO-M-RPHAG-BULK/I0002","[M-RPHAG-BULK] Emina Ms. Pimple Acne Solution Moisturizing Gel (revamp)","L","2023-01-06","2023-01-10","PTI: Jatake 2 - Olah","MO/220058687","Confirmed","A","kg"
"M-BRERMCN2-L/I0001","M-BRERMCN2-L/I0001","[M-BRERMCN2-L] LABORE Sensitive Skin Care BiomeRepair Barrier Revive Cream 10 ml","L","2023-01-04","2023-01-06","PTI: Jatake 2 - Kemas","MO/220058469","Confirmed","A","Pc(s)"
"A-PRT-W100ML/I0001","A-PRT-W100ML/I0001","[A-PRT-W100ML] Wardah Acnederm Pore Refining Toner 100 ml (Pc(s))","L","2023-01-07","2023-01-09","PTI: Jatake 2 - Kemas","MO/220058473","Confirmed","B","Pc(s)"
"FMI-LGT-W/I0003","FMI-LGT-W/I0003","[FMI-LGT-W] Wardah Lightening Face Mist 60 ml","L","2023-01-04","2023-01-05","PTI: Jatake 2 - Kemas","MO/220058481","Confirmed","B","Pc(s)"
"REM-EEM-W100ML/I0001","MO-REM-EEMB-BULK/I0001","[REM-EEMB-BULK] EyeXpert Eye Make Up Remover Fase B Bulk","L","2022-12-31","2023-01-03","PTI: Jatake 2 - Olah","MO/220058708","Confirmed","B","kg"
"REM-RLOIMWN1-W/I0001","REM-RLOIMWN1-W/I0001","[REM-RLOIMWN1-W] Wardah Lightening Oil-Infused Micellar Water 55 ml","L","2023-01-05","2023-01-06","PTI: Jatake 2 - Kemas","MO/220058510","Confirmed","B","Pc(s)"
"REM-EEM-W100ML/I0002","REM-EEM-W100ML/I0002","[REM-EEM-W100ML] Wardah EyeXpert Eye & Lip Makeup Remover 100 ml","L","2023-01-03","2023-01-03","PTI: Jatake 2 - Kemas","MO/220058518","Confirmed","B","Pc(s)"
"L-PVW04-MO/I0001","MO-L-PVW04-BULK/I0001","[L-PVW04-BULK] Lipstick Powerstay Vivid Waterlite Corvette Bulk (Kg)","L","2023-01-06","2023-01-10","PTI: Jatake 2 - Olah","MO/230000213","Confirmed","C","kg"
"CUS-RREFC01-W/I0001","CUS-RREFC01-W/I0001","[CUS-RREFC01-W] Wardah Refill Exclusive Flawless Cover Cushion 01 Light Beige 15 g","L","2023-01-04","2023-01-05","PTI: Jatake 2 - Kemas","MO/220058609","Confirmed","C","Pc(s)"
"FT-CHGN2P-W/I0001","FT-CHGN2P-W/I0001","[FT-CHGN2P-W] Crystallure Dual Refining Treatment Solution 10 ml","L","2023-01-04","2023-01-05","PTI: Jatake 2 - Kemas","MO/220058619","Confirmed","C","Pc(s)"
"LAR-WGL%-BULK/IH0001","MO-LAR-WGL%-BULK/IH0001","[LAR-WGL%-BULK] Larutan Warna Green Larut Minyak 0.02 % Bulk (Kg)","L","2023-01-03","2023-01-03","PTI: Jatake 2 - Antara","MO/230000008","Confirmed","D","kg"
"WARN-K3AS-BULK/IH0001","MO-WARN-K3AS-BULK/IH0001","[WARN-K3AS-BULK] Pasta Warna kuning 3 AS bulk","L","2023-01-03","2023-01-03","PTI: Jatake 2 - Antara","MO/230000010","Confirmed","D","kg"
"WARN-TOTSB-BULK/IH0001","MO-WARN-TOTSB-BULK/IH0001","[WARN-TOTSB-BULK] Pasta warna Titan OTS B Bulk","L","2023-01-03","2023-01-03","PTI: Jatake 2 - Antara","MO/230000009","Confirmed","D","kg"
"TC-PMN30-MO12G/I0001","TC-PMN30-MO12G/I0001","[TC-PMN30-MO12G] MAKE OVER Powerstay Matte Powder Foundation N30 Natural Beige 12 g","P","2023-01-02","2023-01-06","PTI: Jatake 1 - Kemas","MO/230000035","Confirmed","A","Pc(s)"
"TC-PMW42-MO12G/I0001","TC-PMW42-MO12G/I0001","[TC-PMW42-MO12G] MAKE OVER Powerstay Matte Powder Foundation W42 Warm Sand 12 g","P","2023-01-02","2023-01-06","PTI: Jatake 1 - Kemas","MO/230000036","Confirmed","A","Pc(s)"
"TC-PMW22-MO12G/I0002","TC-PMW22-MO12G/I0002","[TC-PMW22-MO12G] MAKE OVER Powerstay Matte Powder Foundation W22 Warm Ivory 12 g","P","2023-01-02","2023-01-06","PTI: Jatake 1 - Kemas","MO/230000037","Confirmed","A","Pc(s)"
"TC-PMW41-MO12G/I0001","TC-PMW41-MO12G/I0001","[TC-PMW41-MO12G] MAKE OVER Powerstay Matte Powder Foundation W41 Coral Sand 12 g","P","2023-01-02","2023-01-06","PTI: Jatake 1 - Kemas","MO/230000038","Confirmed","A","Pc(s)"
"TC-PMW30-MO/I0001","TC-PMW30-MO/I0001","[TC-PMW30-MO] MAKE OVER Powerstay Matte Powder Foundation W30 Creme Beige 12 g","P","2023-01-02","2023-01-06","PTI: Jatake 1 - Kemas","MO/230000039","Confirmed","A","Pc(s)"
"TC-RR3LLF02-W/I0005","TC-RR3LLF02-W/I0005","[TC-RR3LLF02-W] Wardah Refill Lightening Powder Foundation Light Feel 02 Golden Beige 12 g","P","2023-01-02","2023-01-06","PTI: Jatake 1 - Kemas","MO/230000045","Confirmed","A","Pc(s)"
"DUSS-PMFW22R0-MO/I0002","DUSS-PMFW22R0-MO/I0002","[DUSS-PMFW22R0-MO] Dus Sticker Powerstay Matte Powder Foundation W22 MO","P","2023-01-04","2023-01-06","PTI: Jatake 6 - SFG Kemas","MO/230000049","Confirmed","C","Pc(s)"
"L-IPMMS02-W3.5G/I0001","L-IPMMS02-W3.5G/I0001","[L-IPMMS02-W3.5G] Wardah Instaperfect MATTETITUDE Matte Stain Lipstick 02. NOBLE 3.5 g","S","2023-01-02","2023-01-06","PTI: Jatake 1 - Kemas","MO/230000060","Confirmed","A","Pc(s)"
"REM-RLOIMWN2-W/I0001","REM-RLOIMWN2-W/I0001","[REM-RLOIMWN2-W] Wardah Lightening Oil-Infused Micellar Water 105 ml","L","2023-01-05","2023-01-06","PTI: Jatake 2 - Kemas","MO/230000222","Confirmed","B","Pc(s)"
"REM-RLOIMWN2-W/I0002","REM-RLOIMWN2-W/I0002","[REM-RLOIMWN2-W] Wardah Lightening Oil-Infused Micellar Water 105 ml","L","2023-01-05","2023-01-06","PTI: Jatake 2 - Kemas","MO/230000223","Confirmed","B","Pc(s)"
"L-LBH-KA/I0001","L-LBH-KA/I0001","[L-LBH-KA] Kahf Multipurpose Moisturizing Balm 20 g","S","2023-01-12","2023-01-13","PTI: Jatake 1 - Kemas","MO/230000343","Confirmed","A","Pc(s)"
"L-IMC019-MO6,5G/I0003","L-IMC019-MO6,5G/I0003","[L-IMC019-MO6,5G] MAKE OVER Intense Matte Lip Cream 019 Vogue 6,5 g (Pc(s))","S","2023-01-11","2023-01-12","PTI: Jatake 1 - Kemas","MO/230000370","Confirmed","A","Pc(s)"
"L-IMC019-MO6,5G/I0003","MO-L-IMC019-BULK/I0003","[L-IMC019-BULK] Make Over Intense Matte Lipcream 019","S","2023-01-09","2023-01-12","PTI: Jatake 1 - Olah","MO/230001015","Confirmed","A","kg"
"L-CM05-EM5.5GR/I0001","MO-L-CM05-BULK/I0001","[L-CM05-BULK] Emina Creamatte 05 Flamingo","S","2023-01-09","2023-01-13","PTI: Jatake 1 - Olah","MO/230000997","Confirmed","A","kg"
"B-BSLP-EM/I0007","B-BSLP-EM/I0007","[B-BSLP-EM] Emina Bright Stuff Loose Powder 55 g","P","2023-01-09","2023-01-13","PTI: Jatake 1 - Kemas","MO/230000472","Confirmed","A","Pc(s)"
"B-BSLP-EM/I0008","B-BSLP-EM/I0008","[B-BSLP-EM] Emina Bright Stuff Loose Powder 55 g","P","2023-01-09","2023-01-13","PTI: Jatake 1 - Kemas","MO/230000473","Confirmed","A","Pc(s)"
"B-BSLP-EM/I0009","B-BSLP-EM/I0009","[B-BSLP-EM] Emina Bright Stuff Loose Powder 55 g","P","2023-01-10","2023-01-13","PTI: Jatake 1 - Kemas","MO/230000474","Confirmed","A","Pc(s)"
"B-PT06-MO35G/I0002","B-PT06-MO35G/I0002","[B-PT06-MO35G] MAKE OVER Silky Smooth Translucent Powder 06 Buttermilk 35 g","P","2023-01-09","2023-01-13","PTI: Jatake 1 - Kemas","MO/230000482","Confirmed","A","Pc(s)"
"TC-PMN10-MO12G/I0001","TC-PMN10-MO12G/I0001","[TC-PMN10-MO12G] MAKE OVER Powerstay Matte Powder Foundation N10 Marble 12 g","P","2023-01-09","2023-01-13","PTI: Jatake 1 - Kemas","MO/230000483","Confirmed","A","Pc(s)"
"TC-RR3LLF06-W/I0002","MO-TC-R3LLF06-BULK/I0002","[TC-R3LLF06-BULK] Wardah Lightening Powder Foundation Light Feel 06 Ivory","P","2023-01-09","2023-01-13","PTI: Jatake 1 - Olah","MO/230001036","Confirmed","A","kg"
"B-R3L02B-W/I0004","MO-B-R3L02B-BULK/I0004","[B-R3L02B-BULK] Wardah Lightening Matte Powder 02 Beige","P","2023-01-11","2023-01-14","PTI: Jatake 1 - Olah","MO/230001050","Confirmed","A","kg"
"TC-PMW12-MO/I0002","MO-TC-PMW12-BULK/I0002","[TC-PMW12-BULK] MAKE OVER Powerstay Matte Powder Foundation W12 Warm Marble","P","2023-01-13","2023-01-13","PTI: Jatake 1 - Olah","MO/230001094","Confirmed","A","kg"
"BO-SKST09-MO6G/I0001","BO-SST09-RP-MO6GR/I0001","[BO-SST09-RP-MO6GR] Refill Press Blush on 09 Summer Twist 6GR(Pc(s))","P","2023-01-12","2023-01-16","PTI: Jatake 1 - Press","MO/230000554","Confirmed","B","Pc(s)"
"ES-TENS-MO6G/I0001","ES-TENS-MO6G/I0001/01/01","[ES-TPMB12GRRNFS-MO] Eye Shadow Trivia Perfect Matte Bone 2gr Refill No Make Over (Pc(s))","P","2023-01-12","2023-01-17","PTI: Jatake 1 - Press","MO/230000565","Confirmed","B","Pc(s)"
"ES-TGE-MO6G/I0001","ES-TGE-MO6G/I0001","[ES-TGE-MO6G] MAKE OVER Trivia Eye Shadow Golden Espress 6 g (Pc(s))","P","2023-01-16","2023-01-17","PTI: Jatake 1 - Kemas","MO/230000540","Confirmed","B","Pc(s)"
"ES-TGE-MO6G/I0001","MO-ES-G-BULK/I0001","[ES-G-BULK] Shiny Glam Eye Shadow Gold","P","2023-01-12","2023-01-17","PTI: Jatake 1 - Olah","MO/230001220","Confirmed","B","kg"
"ES-TGE-MO6G/I0001","ES-TGE-MO6G/I0001/03/01","[ES-SGG2GRNFS-MO] Eye Shadow Shiny Glam Gold 2gr Refill Not for Sale Make Over (Pc(s))","P","2023-01-13","2023-01-17","PTI: Jatake 1 - Press","MO/230000570","Confirmed","B","Pc(s)"
"ES-CLPNB-W/I0001","MO-ES-CLPNB-04-BULK/I0001","[ES-CLPNB-04-BULK] Wardah Colorfit Quad Eye Palette 01 Brunette Dawn 04","P","2023-01-14","2023-01-19","PTI: Jatake 1 - Olah","MO/230002467","Confirmed","B","kg"
"ES-EP02-W/I0001","ES-EP02-W/I0001/02/01","[ES-EP02-W-02-RP-W1GR] Refill Press Exclusive Eye Shadow Palette 02 Rose Glow 02","P","2023-01-14","2023-01-18","PTI: Jatake 1 - Press","MO/230000577","Confirmed","B","Pc(s)"
"ES-EP02-W/I0001","ES-EP02-W/I0001/03/01","[ES-EP02-W-03-RP-W1GR] Refill Press Exclusive Eye Shadow Palette 02 Rose Glow 03","P","2023-01-14","2023-01-18","PTI: Jatake 1 - Press","MO/230000578","Confirmed","B","Pc(s)"
"ES-EP02-W/I0001","ES-EP02-W/I0001/07/01","[ES-EP02-W-07-RP-W1GR] Refill Press Exclusive Eye Shadow Palette 02 Rose Glow 07","P","2023-01-16","2023-01-18","PTI: Jatake 1 - Press","MO/230000582","Confirmed","B","Pc(s)"
"DUSS-PMFN10R0-MO/I0001","DUSS-PMFN10R0-MO/I0001","[DUSS-PMFN10R0-MO] Dus Sticker Powerstay Matte Powder Foundation N10 MO","P","2023-01-09","2023-01-13","PTI: Jatake 6 - SFG Kemas","MO/230000544","Confirmed","C","Pc(s)"
"FW-PCSAC-KA/I0012","MO-FW-PCSAC-BULK/I0012","[FW-PCSAC-BULK] Kahf Oil and Acne Care Face Wash","L","2023-01-09","2023-01-25","PTI: Jatake 2 - Olah","MO/230001108","Confirmed","A","kg"
"FW-PCSAC-KA/I0013","FW-PCSAC-KA/I0013","[FW-PCSAC-KA] Kahf Oil and Acne Care Face Wash 100 ml","L","2023-01-10","2023-01-25","PTI: Jatake 2 - Kemas","MO/230000654","Confirmed","A","Pc(s)"
"FW-PCSAC-KA/I0018","FW-PCSAC-KA/I0018","[FW-PCSAC-KA] Kahf Oil and Acne Care Face Wash 100 ml","L","2023-01-10","2023-01-25","PTI: Jatake 2 - Kemas","MO/230000659","Confirmed","A","Pc(s)"
"FW-PCSAC-KA/I0024","MO-FW-PCSAC-BULK/I0024","[FW-PCSAC-BULK] Kahf Oil and Acne Care Face Wash","L","2023-01-09","2023-01-25","PTI: Jatake 2 - Olah","MO/230001149","Confirmed","A","kg"
"FW-PCSAC-KA/I0031","FW-PCSAC-KA/I0031","[FW-PCSAC-KA] Kahf Oil and Acne Care Face Wash 100 ml","L","2023-01-10","2023-01-25","PTI: Jatake 2 - Kemas","MO/230000672","Confirmed","A","Pc(s)"
"M-BSACNE-EM/I0002","M-BSACNE-EM/I0002","[M-BSACNE-EM] Emina Bright Stuff for Acne Prone Skin Moisturizing Cream 20 ml","L","2023-01-12","2023-01-13","PTI: Jatake 2 - Kemas","MO/230000678","Confirmed","A","Pc(s)"
"M-BSACNE-EM/I0002","MO-M-BSACNE-BULK/I0002","[M-BSACNE-BULK] Emina Bright Stuff for Acne Prone Skin Moisturizing Cream","L","2023-01-10","2023-01-13","PTI: Jatake 2 - Olah","MO/230001139","Confirmed","A","kg"
"M-BSTUC-EM/I0002","M-BSTUC-EM/I0002","[M-BSTUC-EM] Emina Bright Stuff Tone Up Cream 20 ml","L","2023-01-11","2023-01-12","PTI: Jatake 2 - Kemas","MO/230000679","Confirmed","A","Pc(s)"
"SS-PSMU-MO/I0001","MO-SS-PSMU-BULK/I0001","[SS-PSMU-BULK] MAKE OVER Powerskin Urban Defense Sunscreen","L","2023-01-12","2023-01-14","PTI: Jatake 2 - Olah","MO/230001283","Confirmed","A","kg"
"SRM-NSRLSAN2-W/I0001","SRM-NSRLSAN2-W/I0001","[SRM-NSRLSAN2-W] Wardah Lightening Serum Ampoule 8 ml (SFG)","L","2023-01-13","2023-01-16","PTI: Jatake 2 - Kemas","MO/230000709","Confirmed","A","Pc(s)"
"FW-AH-W100ML/I0001","FW-AH-W100ML/I0001","[FW-AH-W100ML] Wardah Nature Daily Aloe Hydramild Facial Wash 100 ml","L","2023-01-10","2023-01-25","PTI: Jatake 2 - Kemas","MO/230000716","Confirmed","A","Pc(s)"
"FW-CDEWN2-W/I0001","FW-CDEWN2-W/I0001","[FW-CDEWN2-W] Wardah C-Defense Energizing Whip Foam 100 ml","L","2023-01-11","2023-01-12","PTI: Jatake 2 - Kemas","MO/230000719","Confirmed","A","Pc(s)"
"FW-CDEWN2-W/I0001","MO-FW-CDEWN-BULK/I0001","[FW-CDEWN-BULK] Wardah C-Defense Energizing Whip Foam","L","2023-01-10","2023-01-12","PTI: Jatake 2 - Olah","MO/230001168","Confirmed","A","kg"
"SS-DUVSDENP-L/I0001","SS-DUVSDENP-L/I0001","[SS-DUVSDENP-L] LABORE Sensitive Skin Care BiomeProtect Physical Sunscreen 10 ml <SFG>","L","2023-01-13","2023-01-14","PTI: Jatake 2 - Kemas","MO/230000726","Confirmed","A","Pc(s)"
"FT-BSE-EM/I0001","FT-BSE-EM/I0001","[FT-BSE-EM] Emina Bright Stuff Exfoliating Toner 100 ml","L","2023-01-11","2023-01-14","PTI: Jatake 2 - Kemas","MO/230000734","Confirmed","B","Pc(s)"
"REM-RBSMWN2-EM/I0001","REM-RBSMWN2-EM/I0001","[REM-RBSMWN2-EM] Emina Bright Stuff Micellar Water 50 ml","L","2023-01-12","2023-01-13","PTI: Jatake 2 - Kemas","MO/230000739","Confirmed","B","Pc(s)"
"CON-LBBL02-W/I0001","CON-LBBL02-W/I0001","[CON-LBBL02-W] Wardah Lightening Liquid Concealer 02 Beige 7 g (Blister)","L","2023-01-12","2023-01-18","PTI: Jatake 2 - Kemas","MO/230000767","Confirmed","C","Pc(s)"
"CON-LBBL02-W/I0001","MO-CON-LBBL02-BULK/I0001","[CON-LBBL02-BULK] Lightening Liquid Concealer 02","L","2023-01-09","2023-01-18","PTI: Jatake 2 - Olah","MO/230000881","Confirmed","C","kg"
"F-L05VC-OMG/I0002","MO-F-L05-BULK/I0002","[F-L05-BULK] OMG Oh My Glam Coverlast Liquid Foundation 41 W Sand","L","2023-01-07","2023-01-11","PTI: Jatake 2 - Olah","MO/230000857","Confirmed","C","kg"
"HBW-BWN2C-BD/I0001","MO-HBW-BWC-BULK/I0001","[HBW-BWC-BULK] Biodef Natural Protection Mint + Green Tea Body Wash Antiseptik Alami","L","2023-01-10","2023-01-12","PTI: Jatake 2 - Olah","MO/230001182","Confirmed","C","kg"
"M-LDCN2-W/I0001","M-LDCN2-W/I0001","[M-LDCN2-W] Wardah Lightening Day Cream Advanced Niacinamide 30 g","L","2023-01-11","2023-01-12","PTI: Jatake 2 - Kemas","MO/230000817","Confirmed","C","Pc(s)"
"M-LDCN2-W/I0001","MO-M-LDCN-BULK/I0002","[M-LDCN-BULK] Lightening Day Cream Advanced Niacinamide","L","2023-01-09","2023-01-12","PTI: Jatake 2 - Olah","MO/230000884","Confirmed","C","kg"
"MZ-W1M2-W150ML/I0001","MZ-W1M2-W150ML/I0001","[MZ-W1M2-W150ML] Wardah Olive Oil For Massage 150 ml","L","2023-01-11","2023-01-12","PTI: Jatake 2 - Kemas","MO/230000821","Confirmed","C","Pc(s)"
"D-RRO-KA/I0001","D-RRO-KA/I0001","[D-RRO-KA] Kahf Antibacterial Shield Antiperspirant Deodorant 45 ml","L","2023-01-12","2023-01-13","PTI: Jatake 2 - Kemas","MO/230000823","Confirmed","C","Pc(s)"
